application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type,generic_name_clean,brand_name_clean,is_orphan,has_ncd,ncd_category,nadac_per_unit,is_brand,has_nadac_price,launch_price,is_priority_review,is_standard_review,is_nda,is_bla,is_anda,is_new_molecular_entity,is_new_indication,approval_year,approval_month,approval_quarter,regulatory_advantage_score,likely_accelerated,therapeutic_area,therapeutic_area_encoded,is_high_value_area,is_complex_dosage,is_oral_simple,is_biologic,log_launch_price,price_tier,market_size_proxy,month_sin,month_cos,years_since_2010,is_q4_approval,is_election_year,coverage_difficulty_score,target_high_barrier
NDA211155,SECURA,COPIKTRA,DUVELISIB,ORIG,1,AP,2018-09-24,PRIORITY,Type 1 - New Molecular Entity,NDA,duvelisib,copiktra,False,False,,,,False,,True,False,True,False,False,True,False,2018,9,3,2,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,8,0,0,0.0,0
ANDA211506,MACLEODS PHARMACEUTICALS LTD,DAPAGLIFLOZIN,DAPAGLIFLOZIN,ORIG,1,TA,2025-10-15,STANDARD,,ANDA,dapagliflozin,dapagliflozin,False,False,,,,False,,False,True,False,False,True,False,False,2025,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,15,1,0,0.3333333333333333,0
ANDA211834,TORRENT,APREMILAST,APREMILAST,ORIG,1,AP,2025-06-20,STANDARD,,ANDA,apremilast,apremilast,False,False,,,,False,,False,True,False,False,True,False,False,2025,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,15,0,0,0.3333333333333333,0
ANDA212931,APPCO,BUMETANIDE,BUMETANIDE,ORIG,1,AP,2024-09-18,STANDARD,,ANDA,bumetanide,bumetanide,False,False,,,,False,,False,True,False,False,True,False,False,2024,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,14,0,1,0.3333333333333333,0
ANDA212206,TEVA PHARMS USA,ABIRATERONE ACETATE,ABIRATERONE ACETATE,ORIG,1,AP,2022-06-24,STANDARD,,ANDA,abiraterone acetate,abiraterone acetate,False,False,,,,False,,False,True,False,False,True,False,False,2022,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,12,0,0,0.3333333333333333,0
ANDA212562,YICHANG HUMANWELL,FENOFIBRIC ACID,CHOLINE FENOFIBRATE,ORIG,1,AP,2020-12-23,STANDARD,,ANDA,choline fenofibrate,fenofibric acid,False,False,,,,False,,False,True,False,False,True,False,False,2020,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,10,1,1,0.3333333333333333,0
ANDA213320,HARMAN FINOCHEM,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,ORIG,1,AP,2021-12-03,STANDARD,,ANDA,metformin hydrochloride,metformin hydrochloride,False,False,,0.04,False,True,0.04,False,True,False,False,True,False,False,2021,12,4,0,0,other,1,0,0,0,0,0.039220713153281295,1,0,-2.4492935982947064e-16,1.0,11,1,0,1.0,1
ANDA213694,JUBILANT GENERICS,PERPHENAZINE,PERPHENAZINE,ORIG,1,AP,2025-03-18,STANDARD,,ANDA,perphenazine,perphenazine,False,False,,,,False,,False,True,False,False,True,False,False,2025,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,15,0,0,0.3333333333333333,0
NDA214133,STRONGBRIDGE,RECORLEV,LEVOKETOCONAZOLE,ORIG,1,AP,2021-12-30,STANDARD,Type 2 - New Active Ingredient,NDA,levoketoconazole,recorlev,False,False,,,,False,,False,True,True,False,False,False,False,2021,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,11,1,0,0.3333333333333333,0
ANDA214548,UNICHEM,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,ORIG,1,AP,2021-05-19,STANDARD,,ANDA,amitriptyline hydrochloride,amitriptyline hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2021,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,11,0,0,0.3333333333333333,0
ANDA214966,CIPLA,PHYTONADIONE,PHYTONADIONE,ORIG,1,AP,2025-01-03,STANDARD,,ANDA,phytonadione,phytonadione,False,False,,,,False,,False,True,False,False,True,False,False,2025,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,15,0,0,0.3333333333333333,0
ANDA215406,AMNEAL,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE,ORIG,1,AP,2024-10-31,STANDARD,,ANDA,nicardipine hydrochloride,nicardipine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2024,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,14,1,1,0.3333333333333333,0
ANDA215834,LOTUS PHARM CO LTD,MIDOSTAURIN,MIDOSTAURIN,ORIG,1,TA,2022-08-24,STANDARD,,ANDA,midostaurin,midostaurin,False,False,,,,False,,False,True,False,False,True,False,False,2022,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,12,0,0,0.3333333333333333,0
ANDA216288,MSN LABORATORIES PRIVATE LTD,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"METFORMIN HYDROCHLORIDE, SITAGLIPTIN",ORIG,1,TA,2025-07-14,STANDARD,,ANDA,"metformin hydrochloride, sitagliptin",sitagliptin and metformin hydrochloride,False,False,,0.04,False,True,0.04,False,True,False,False,True,False,False,2025,7,3,0,0,other,1,0,0,0,0,0.039220713153281295,1,0,-0.4999999999999997,-0.8660254037844388,15,0,0,1.0,1
ANDA216725,MANKIND PHARMA,TOBRAMYCIN,TOBRAMYCIN,ORIG,1,AP,2022-09-22,STANDARD,,ANDA,tobramycin,tobramycin,False,False,,,,False,,False,True,False,False,True,False,False,2022,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,12,0,0,0.3333333333333333,0
ANDA217182,ONESOURCE SPECIALTY,ACETYLCYSTEINE,ACETYLCYSTEINE,ORIG,1,AP,2023-04-19,STANDARD,,ANDA,acetylcysteine,acetylcysteine,False,False,,,,False,,False,True,False,False,True,False,False,2023,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,13,0,0,0.3333333333333333,0
ANDA217635,TEVA PHARMS USA INC,,,ORIG,1,TA,2023-08-29,STANDARD,,ANDA,,,False,False,,,,False,,False,True,False,False,True,False,False,2023,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,13,0,0,0.3333333333333333,0
NDA020756,WATSON LABS INC,CRINONE,PROGESTERONE,ORIG,1,AP,1997-05-13,PRIORITY,Type 3 - New Dosage Form,NDA,progesterone,crinone,False,False,,,,False,,True,False,True,False,False,False,False,1997,5,2,1,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-13,0,0,0.0,0
NDA020785,BRISTOL-MYERS,THALOMID,THALIDOMIDE,ORIG,1,AP,1998-07-16,PRIORITY,Type 1 - New Molecular Entity,NDA,thalidomide,thalomid,False,False,,,,False,,True,False,True,False,False,True,False,1998,7,3,2,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-12,0,0,0.0,0
NDA020822,ABBVIE,CELEXA,CITALOPRAM HYDROBROMIDE,ORIG,1,AP,1998-07-17,STANDARD,Type 1 - New Molecular Entity,NDA,citalopram hydrobromide,celexa,False,False,,,,False,,False,True,True,False,False,True,False,1998,7,3,1,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-12,0,0,0.3333333333333333,0
BLA761063,ELI LILLY AND CO,EMGALITY,GALCANEZUMAB-GNLM,ORIG,1,AP,2018-09-27,STANDARD,Type 1 - New Molecular Entity,BLA,galcanezumab-gnlm,emgality,False,False,,,,False,,False,True,False,True,False,True,False,2018,9,3,1,0,other,1,0,0,0,1,0.0,0,0,-1.0,-1.8369701987210297e-16,8,0,0,0.8333333333333333,1
NDA020903,MERCK SHARP DOHME,REBETOL,RIBAVIRIN,ORIG,1,AP,1998-06-03,PRIORITY,Type 3 - New Dosage Form,NDA,ribavirin,rebetol,False,False,,,,False,,True,False,True,False,False,False,False,1998,6,2,1,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-12,0,0,0.0,0
NDA021238,ROCHE,KYTRIL,GRANISETRON HYDROCHLORIDE,ORIG,1,AP,2001-06-27,STANDARD,Type 3 - New Dosage Form,NDA,granisetron hydrochloride,kytril,False,False,,,,False,,False,True,True,False,False,False,False,2001,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-9,0,0,0.3333333333333333,0
NDA021565,ALLERGAN,ELESTAT,EPINASTINE HYDROCHLORIDE,ORIG,1,AP,2003-10-16,STANDARD,Type 1 - New Molecular Entity,NDA,epinastine hydrochloride,elestat,False,False,,,,False,,False,True,True,False,False,True,False,2003,10,4,1,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-7,1,0,0.3333333333333333,0
NDA021949,CHEPLAPHARM,PULMICORT FLEXHALER,BUDESONIDE,ORIG,1,AP,2006-07-12,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,budesonide,pulmicort flexhaler,False,False,,,,False,,False,True,True,False,False,False,False,2006,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-4,0,0,0.3333333333333333,0
NDA022314,NOVARTIS,EXFORGE HCT,AMLODIPINE BESYLATE,ORIG,1,AP,2009-04-30,STANDARD,Type 4 - New Combination,NDA,amlodipine besylate,exforge hct,False,False,,,,False,,False,True,True,False,False,False,False,2009,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-1,0,0,0.3333333333333333,0
ANDA040111,ANI PHARMS,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,ORIG,1,AP,1996-12-13,,,ANDA,procainamide hydrochloride,procainamide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1996,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-14,1,0,0.3333333333333333,0
ANDA070511,WATSON LABS,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,ORIG,1,AP,1986-01-22,,,ANDA,metoclopramide hydrochloride,metoclopramide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1986,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-24,0,0,0.3333333333333333,0
ANDA040417,CHARTWELL MOLECULAR,HYDROCORTISONE,HYDROCORTISONE,ORIG,1,AP,2003-07-30,,,ANDA,hydrocortisone,hydrocortisone,False,False,,,,False,,False,False,False,False,True,False,False,2003,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-7,0,0,0.3333333333333333,0
ANDA040712,KVK TECH,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,ORIG,1,AP,2006-07-31,,,ANDA,promethazine hydrochloride,promethazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2006,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-4,0,0,0.3333333333333333,0
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,ORIG,1,AP,1964-12-29,UNKNOWN,,NDA,lincomycin hydrochloride,lincocin,False,False,,,,False,,False,False,True,False,False,False,False,1964,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-46,1,0,0.3333333333333333,0
NDA011960,ASTELLAS,ARISTOCORT,TRIAMCINOLONE DIACETATE,ORIG,1,AP,1959-09-02,STANDARD,Type 3 - New Dosage Form,NDA,triamcinolone diacetate,aristocort,False,False,,,,False,,False,True,True,False,False,False,False,1959,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-51,0,0,0.3333333333333333,0
NDA012283,SANOFI AVENTIS US,HYGROTON,CHLORTHALIDONE,ORIG,1,AP,1960-04-07,PRIORITY,Type 1 - New Molecular Entity,NDA,chlorthalidone,hygroton,False,False,,,,False,,True,False,True,False,False,True,False,1960,4,2,2,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-50,0,0,0.0,0
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,ORIG,1,AP,2004-12-27,,,ANDA,clindamycin phosphate,clindamycin phosphate,False,False,,,,False,,False,False,False,False,True,False,False,2004,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-6,1,0,0.3333333333333333,0
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,ORIG,1,AP,2009-12-23,,,ANDA,ampicillin sodium,ampicillin and sulbactam,False,False,,,,False,,False,False,False,False,True,False,False,2009,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-1,1,0,0.3333333333333333,0
ANDA063293,TELIGENT,CEFOTAN,CEFOTETAN DISODIUM,ORIG,1,AP,1993-04-29,,,ANDA,cefotetan disodium,cefotan,False,False,,,,False,,False,False,False,False,True,False,False,1993,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-17,0,0,0.3333333333333333,0
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ORIG,1,AP,1986-05-13,,,ANDA,propranolol hydrochloride,propranolol hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1986,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-24,0,0,0.3333333333333333,0
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,ORIG,1,AP,2001-12-18,,,ANDA,naproxen,naproxen,False,False,,,,False,,False,False,False,False,True,False,False,2001,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-9,1,0,0.3333333333333333,0
ANDA075637,BAXTER HLTHCARE CORP,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,ORIG,1,AP,2000-10-31,,,ANDA,midazolam hydrochloride,midazolam hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2000,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-10,1,0,0.3333333333333333,0
ANDA071149,ANI PHARMS,INDOMETHACIN,INDOMETHACIN,ORIG,1,AP,1987-03-18,,,ANDA,indomethacin,indomethacin,False,False,,,,False,,False,False,False,False,True,False,False,1987,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-23,0,0,0.3333333333333333,0
ANDA071894,WATSON LABS TEVA,ACETOHEXAMIDE,ACETOHEXAMIDE,ORIG,1,AP,1987-11-25,,,ANDA,acetohexamide,acetohexamide,False,False,,,,False,,False,False,False,False,True,False,False,1987,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-23,1,0,0.3333333333333333,0
ANDA072993,CHARTWELL RX,LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE,ORIG,1,AP,1992-08-28,,,ANDA,loperamide hydrochloride,loperamide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1992,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-18,0,0,0.3333333333333333,0
ANDA074036,SCS,PIROXICAM,PIROXICAM,ORIG,1,AP,1992-05-29,,,ANDA,piroxicam,piroxicam,False,False,,,,False,,False,False,False,False,True,False,False,1992,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-18,0,0,0.3333333333333333,0
ANDA074725,PHARM ASSOC,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,ORIG,1,AP,1996-09-16,,,ANDA,fluphenazine hydrochloride,fluphenazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1996,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-14,0,0,0.3333333333333333,0
ANDA075037,GENUS,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,ORIG,1,AP,1998-10-30,,,ANDA,isosorbide mononitrate,isosorbide mononitrate,False,False,,,,False,,False,False,False,False,True,False,False,1998,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-12,1,0,0.3333333333333333,0
ANDA075350,ACTAVIS ELIZABETH,GABAPENTIN,GABAPENTIN,ORIG,1,AP,2003-09-12,,,ANDA,gabapentin,gabapentin,False,False,,,,False,,False,False,False,False,True,False,False,2003,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-7,0,0,0.3333333333333333,0
ANDA076802,ANDA REPOSITORY,GLIMEPIRIDE,GLIMEPIRIDE,ORIG,1,AP,2005-10-06,,,ANDA,glimepiride,glimepiride,False,False,,,,False,,False,False,False,False,True,False,False,2005,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-5,1,0,0.3333333333333333,0
ANDA076520,MYLAN,FENOFIBRATE,FENOFIBRATE,ORIG,1,AP,2005-12-29,,,ANDA,fenofibrate,fenofibrate,False,False,,,,False,,False,False,False,False,True,False,False,2005,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-5,1,0,0.3333333333333333,0
ANDA076251,BARR,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,ORIG,1,AP,2005-05-18,,,ANDA,fluoxetine hydrochloride,fluoxetine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2005,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-5,0,0,0.3333333333333333,0
ANDA084623,USL PHARMA,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,ORIG,1,AP,1976-02-24,,,ANDA,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1976,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-34,0,0,0.3333333333333333,0
ANDA081145,STEVENS J,METHOCARBAMOL AND ASPIRIN,ASPIRIN,ORIG,1,AP,1995-01-31,,,ANDA,aspirin,methocarbamol and aspirin,False,False,,,,False,,False,False,False,False,True,False,False,1995,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-15,0,0,0.3333333333333333,0
ANDA084114,UPSHER SMITH LABS,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,1974-07-09,,,ANDA,chlorpromazine hydrochloride,chlorpromazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1974,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-36,0,0,0.3333333333333333,0
ANDA077093,PHARMOBEDIENT,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,ORIG,1,AP,2005-03-28,,,ANDA,hydrochlorothiazide,quinapril hydrochloride and hydrochlorothiazide,False,False,,,,False,,False,False,False,False,True,False,False,2005,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-5,0,0,0.3333333333333333,0
ANDA077395,APOTEX INC,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE,ORIG,1,AP,2006-12-04,,,ANDA,paroxetine hydrochloride,paroxetine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2006,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-4,1,0,0.3333333333333333,0
ANDA077697,APOTEX INC,LATANOPROST,LATANOPROST,ORIG,1,AP,2011-03-22,,,ANDA,latanoprost,latanoprost,False,False,,,,False,,False,False,False,False,True,False,False,2011,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,1,0,0,0.3333333333333333,0
ANDA077991,PLD ACQUISITIONS,CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,ORIG,1,AP,2008-03-05,,,ANDA,cetirizine hydrochloride,cetirizine hydrochloride and pseudoephedrine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2008,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-2,0,0,0.3333333333333333,0
ANDA078292,SVC PHARMA,DRONABINOL,DRONABINOL,ORIG,1,AP,2008-06-27,,,ANDA,dronabinol,dronabinol,False,False,,,,False,,False,False,False,False,True,False,False,2008,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-2,0,0,0.3333333333333333,0
ANDA078584,HETERO LABS LTD III,NEVIRAPINE,NEVIRAPINE,ORIG,1,AP,2012-05-22,,,ANDA,nevirapine,nevirapine,False,False,,,,False,,False,False,False,False,True,False,False,2012,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,2,0,1,0.3333333333333333,0
ANDA078889,REDDYS,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,ORIG,1,AP,2012-08-15,,,ANDA,metoprolol succinate,metoprolol succinate,False,False,,,,False,,False,False,False,False,True,False,False,2012,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,2,0,1,0.3333333333333333,0
ANDA079211,WOCKHARDT,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,ORIG,1,AP,2009-05-26,,,ANDA,ranitidine hydrochloride,ranitidine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2009,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-1,0,0,0.3333333333333333,0
ANDA080519,ALRA,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,ORIG,1,AP,1972-05-31,,,ANDA,diphenhydramine hydrochloride,diphenhydramine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1972,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-38,0,0,0.3333333333333333,0
NDA018168,GD SEARLE LLC,DEMULEN 1/35-21,ETHINYL ESTRADIOL,ORIG,1,AP,1981-12-30,STANDARD,Type 3 - New Dosage Form,NDA,ethinyl estradiol,demulen 1/35-21,False,False,,,,False,,False,True,True,False,False,False,False,1981,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-29,1,0,0.3333333333333333,0
ANDA085568,CHARTWELL RX,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,ORIG,1,AP,1977-10-05,,,ANDA,trichlormethiazide,trichlormethiazide,False,False,,,,False,,False,False,False,False,True,False,False,1977,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-33,1,0,0.3333333333333333,0
BLA018263,PHARMALUCENCE,MICROLITE,TECHNETIUM TC-99M ALBUMIN COLLOID KIT,ORIG,1,AP,1983-03-25,STANDARD,Type 3 - New Dosage Form,BLA,technetium tc-99m albumin colloid kit,microlite,False,False,,,,False,,False,True,False,True,False,False,False,1983,3,1,0,0,other,1,0,0,0,1,0.0,0,0,1.0,6.123233995736766e-17,-27,0,0,0.8333333333333333,1
ANDA090183,RANBAXY LABS LTD,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,ORIG,1,AP,2008-04-24,,,ANDA,cetirizine hydrochloride,children's cetirizine hydrochloride allergy,False,False,,,,False,,False,False,False,False,True,False,False,2008,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-2,0,0,0.3333333333333333,0
ANDA090506,GLENMARK PHARMS LTD,MOMETASONE FUROATE,MOMETASONE FUROATE,ORIG,1,AP,2010-08-09,,,ANDA,mometasone furoate,mometasone furoate,False,False,,,,False,,False,False,False,False,True,False,False,2010,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.3333333333333333,0
ANDA090839,JUBILANT GENERICS,RISPERIDONE,RISPERIDONE,ORIG,1,AP,2011-11-04,,,ANDA,risperidone,risperidone,False,False,,,,False,,False,False,False,False,True,False,False,2011,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,1,1,0,0.3333333333333333,0
ANDA088616,ACTAVIS LABS UT INC,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN,ORIG,1,AP,1984-11-09,,,ANDA,acetaminophen,"butalbital, acetaminophen and caffeine",False,False,,,,False,,False,False,False,False,True,False,False,1984,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-26,1,0,0.3333333333333333,0
ANDA088913,HALSEY,PHERAZINE DM,DEXTROMETHORPHAN HYDROBROMIDE,ORIG,1,AP,1987-03-02,,,ANDA,dextromethorphan hydrobromide,pherazine dm,False,False,,,,False,,False,False,False,False,True,False,False,1987,3,1,0,0,rare_disease,2,1,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-23,0,0,0.0,0
ANDA089686,SANDOZ,PERPHENAZINE,PERPHENAZINE,ORIG,1,AP,1988-12-08,,,ANDA,perphenazine,perphenazine,False,False,,,,False,,False,False,False,False,True,False,False,1988,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-22,1,0,0.3333333333333333,0
ANDA091182,REGCON HOLDINGS,GLYCOPYRROLATE,GLYCOPYRROLATE,ORIG,1,AP,2014-02-03,,,ANDA,glycopyrrolate,glycopyrrolate,False,False,,,,False,,False,False,False,False,True,False,False,2014,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,4,0,0,0.3333333333333333,0
ANDA091503,ONESOURCE SPECIALTY,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,ORIG,1,AP,2011-10-18,,,ANDA,bupivacaine hydrochloride,bupivacaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2011,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,1,1,0,0.3333333333333333,0
BLA125509,ELUSYS THERAPEUTICS INC,ANTHIM,OBILTOXAXIMAB,ORIG,1,AP,2016-03-18,STANDARD,Type 1 - New Molecular Entity,BLA,obiltoxaximab,anthim,False,False,,,,False,,False,True,False,True,False,True,False,2016,3,1,1,0,other,1,0,0,0,1,0.0,0,0,1.0,6.123233995736766e-17,6,0,1,0.8333333333333333,1
